and	그리고
sting	스팅
cents	센트
excited	흥분
scandinavian	스칸디나비아
fairfield	페어필드
satisfaction	만족도
satisfaction	만족
remedies	구제
butter	버터
cyrus	사이러스
laptop	랩톱
laptop	노트북
rhetoric	수사학
sunrise	일출
render	렌더링
enthusiasm	열정
repository	저장소
stadiums	경기장
maturity	성숙
maturity	성숙도
drain	배수
drain	배수지
lemon	레몬
bullying	괴롭힘
bullying	따돌림
bullying	왕따
afro	아프로
nuts	땅콩
poisoning	중독
exceeded	초과
eddy	에디
bentley	벤틀리
physicists	물리학자
organism	생물
organism	생명체
procession	행진
procession	행렬
panther	팬더
jaw	턱시도
ceramic	세라믹
ceramic	도자기
pony	포니
detainees	억류
unification	통일
improper	부적절
panorama	파노라마
mural	벽화
torque	토크
productivity	생산성
anaheim	애너하임
spends	지출
spire	첨탑
brakes	브레이크
landings	착륙
categorization	분류
wholesale	도매
cheaper	저렴한
sparks	스파크스
sparks	스파크
coliseum	콜리세움
coliseum	콜로세움
coliseum	콜리시엄
aero	에어로
smell	냄새
meals	식사
observing	관찰
metallic	금속
respiratory	호흡기
respiratory	호흡
babylon	바빌론
putnam	퍼트넘
drowned	익사
dillon	딜런
pressures	압력
pressures	압박
veronica	베로니카
tiles	타일
drift	드리프트
brewing	양조
canary	카나리아
humour	유머
olympia	올림피아
reservoirs	저수지
waterford	워터퍼드
willy	윌리
greens	녹색당
summoned	소환
reflections	반사
manifesto	선언
manifesto	매니페스토
manifesto	성명서
depictions	묘사
utilities	유틸리티
explosives	폭발물
chrome	크롬
scroll	스크롤
regulate	규제
shirts	셔츠
wax	왁스
motive	동기
infectious	전염성
stole	훔쳤다
patrols	순찰
updating	업데이트
grip	그립
shortage	부족
clone	클론
foreigners	외국인
traction	견인
brewers	브루어스
lenses	렌즈
pulp	펄프
plata	플라타
decks	갑판
czechoslovak	체코슬로바키아
worms	보름
worms	지렁이
worms	보름스
cruel	잔혹한
cruel	잔인한
allocation	할당
recovering	복구
randomly	무작위로
tire	타이어
pillar	기둥
diagnostic	진단
bags	가방
norms	규범
musicals	뮤지컬
endorsement	지지
concurrent	병행
carrie	캐리
ignorance	무지
squash	호박
squash	스쿼시
closes	닫기
closes	닫습니다
kitty	키티
workplace	직장
offset	오프셋
benz	벤츠
motorcycles	오토바이
motorcycles	모터사이클
covenant	규약
conditioning	조건화
investigators	수사관
glasses	안경
ware	웨어
jurassic	쥐라기
amphibians	양서류
redevelopment	재개발
sanchez	산체스
imaginary	상상
consultation	협의
consultation	상담
adapt	적응
lovely	사랑스러운
lovely	러블리
manipulation	조작
farrell	파렐
thickness	두께
discharged	퇴원
torch	토치
torch	횃불
lois	로이스
filters	필터
premature	조산
preacher	설교
preacher	설교자
pornographic	포르노
insult	모욕을
insult	모욕
diplomacy	외교
claudia	클로디아
claudia	클라우디아
complaining	불평
seniors	선배
dots	반점
postponed	연기
vegetable	채소
vegetable	야채
siberia	시베리아
birch	자작나무
syndicate	신디케이트
crowds	군중
scholarships	장학금
polite	예의
directive	지시
theresa	테레사
marijuana	마리화나
tuition	학비
gao	가오
sundays	일요일
watkins	왓킨스
passionate	열정적인
passionate	열정
waterfall	폭포
waterfall	폭포수
react	공감
psychiatry	정신의학
fairfax	페어팩스
rails	레일
routing	라우팅
exhaust	배기가스
vitamin	비타민
alvin	앨빈
chromosome	염색체
weakness	약점
weekends	주말
puppets	꼭두각시
puppets	인형극
nippon	닛폰
jealous	질투
absorption	흡수
canonical	표준
worm	벌레
viruses	바이러스
butcher	정육점
andersen	안데르센
eligibility	자격
mock	모의
specials	스페셜
harmonica	하모니카
outlook	전망
outlook	아웃룩
crystals	크리스탈
resting	휴식
heirs	상속인
heirs	상속
heirs	상속자들
mitch	미치
uae	아랍에미리트
enthusiastic	열정
frustration	좌절
kensington	켄징턴
kidnapping	납치
playground	놀이터
texture	텍스처
texture	질감
cocaine	코카인
prediction	예측
albuquerque	앨버커키
reconciliation	화해
freelance	프리랜서
topology	위상수학
graphs	그래프
lip	입술
builds	빌드
gallagher	갤러거
amos	아모스
scarborough	스카보로
scarborough	스카버러
optimization	최적화
aggression	공격성
dressing	드레싱
dressing	붕대
sympathy	동정
juliet	줄리엣
emperors	황제
clever	영리한
clever	영리
disappointing	실망
polling	폴링
sunlight	햇빛
compressed	압축
humid	습작
humid	습윤
humid	습기
gravitational	중력
tutor	가정교사
tar	타르
geologic	지질학
geologic	지질
singaporean	싱가포르
integrate	통합
execute	처형
execute	실행
sedan	세단
antique	골동품
morales	모랄레스
choi	최다
disappear	사라져
stocks	주식
surplus	잉여
mutation	돌연변이
satire	풍자
velvet	벨벳
gaps	틈새
gaps	간격
instrumentation	계측기
instrumentation	계측
shining	빛나고
shining	빛나
shining	빛나는
toilet	변기
toilet	화장실
orchard	과수원
knots	매듭
fixtures	설비
invest	투자
jumps	점프
buckinghamshire	버킹엄
continents	대륙
refined	세련되게
refined	세련된
mysteries	미스터리
mysteries	신비
cancellation	취소
peacock	피콕
syllable	음절
michele	미셸
montevideo	몬테비데오
assemblies	어셈블리
saddle	안장
blessing	축복
blessing	축복이
inevitable	불가피한
inevitable	불가피
jasper	재스퍼
hanson	핸슨
robbins	로빈스
sparta	스파르타
espionage	스파이
clown	광대
clown	광대가
vaccine	백신
packet	패킷
replay	다시보기
replay	리플레이
replay	재생
boiler	보일러
iphone	아이폰
excerpt	발췌
nightclub	나이트클럽
symposium	심포지엄
jewel	보석
generous	관대
cockpit	조종실
cockpit	조종석
bucks	벅스
headline	헤드라인
headline	제목
hicks	힉스
fiat	피아트
alec	알렉
alec	앨릭
centred	가운데
surveyor	측량
tent	텐트
tent	천막
distributions	분포
distributions	배포판
switches	스위치
ariel	아리엘
accelerated	가속
fixture	설비
ass	엉덩이
accountability	책임
burnett	버넷
coconut	코코넛
anniversaries	기념일
travelers	트래블러
cody	코디
bravo	브라보
crete	크레타
bravery	용기
analytical	해석학
inventions	발명
bella	벨라
morality	도덕성
morality	도덕
credentials	자격증
proclamation	선언
freeze	냉동
freeze	동결
freeze	꼼짝
reeves	리브스
compton	콤프턴
blonde	금발이
blonde	금발
curtain	커튼
crossings	건널목
buckley	버클리
liquor	주류
flexibility	유연성
wicked	사악한
wicked	위키드
constance	콘스탄스
bleeding	출혈
monkeys	원숭이
monkeys	몽키스
reel	소식
kicks	발차기
invites	초대
blunt	블런트
faso	파소
franchises	프랜차이즈
kurdistan	쿠르드
kurdistan	쿠르디스탄
sights	관광지
italians	이탈리아인
recipe	레시피
elephants	엘리펀츠
elephants	코끼리
greenhouse	온실
automation	자동화
cutter	커터
generalized	일반화
activate	활성화
activate	활성화하기
processors	프로세서
shareholders	주주
killers	킬러
killers	킬러스
killers	살인범
meteorological	기상
digest	소화
sparrow	참새
sparrow	스패로
sparrow	참새목
dynasties	왕조
grapes	포도
crusaders	크루세이더
underworld	언더월드
ravi	라비
mankind	인류
tuning	튜닝
insulting	모욕적
insulting	모욕
creed	크리드
senses	감각
accessories	악세사리
accessories	액세서리
programmer	프로그래머
ambrose	앰브로즈
courtney	코트니
germain	제르맹
germain	생제르맹
whales	고래
encoding	인코딩
encoding	부호화
crossroads	크로스로드
crossroads	교차로
telecom	텔레콤
telecom	통신
goldman	골드만
briggs	브릭스
boycott	보이콧
consulate	영사관
frogs	개구리목
frogs	개구리
pork	돼지고기
colonization	식민지화
eruption	분출
remark	발언
fiddle	바이올린
escaping	탈출
ecosystem	생태계
graffiti	낙서
obstacles	장애물
ants	개미
plugin	플러그인
futures	미래
cannabis	대마초
entertainer	엔터테이너
entertainer	연예인
repetition	반복
coupe	쿠페
chrysler	크라이슬러
hobby	취미
merlin	멀린
connector	커넥터
connector	단자
wizards	마법사
mediator	중재
mediator	중재자
burger	햄버거
burger	버거
catalyst	촉매
protestants	개신교
metropolis	메트로폴리스
beatrice	베아트리스
undercover	언더커버
glider	글라이더
disciplinary	징계
spokane	스포캔
earnings	수입
earnings	수익금
earnings	수익
merchandise	상품
patches	패치
shelby	셸비
generators	발전기
happily	행복하게
daly	데일리
patented	특허
renovations	수리
porsche	포르쉐
buckingham	버킹엄
diaries	다이어리
arrests	체포
adjust	조정
hungry	배고픈
celestial	천구
sheldon	셸던
playback	재생
inauguration	취임식
courier	택배
spurs	스퍼스
quad	쿼드
lydia	리디아
lattice	격자
prospects	전망
decreasing	감소
orion	오리온자리
orion	오리온
monitors	모니터
vishnu	비슈누
overhaul	점검
bracket	괄호
pray	기도
abe	아베
sensory	감각
regret	후회
vickers	비커스
supermarket	슈퍼마켓
customary	관습
charm	매력
blanc	블랑
buffer	버퍼
sensation	감각
finances	재정
caracas	카라카스
burgundy	부르고뉴
simultaneous	동시
unite	단결하라
unite	단결
eager	열망
booker	부커
weighing	저울
calais	칼레
hint	힌트
crying	울음
libel	명예훼손
backward	뒤로
approximation	근사
grocery	식료품
grocery	식품
restrict	제한
shoulders	어깨
dealers	딜러
bald	대머리
seminars	세미나
rudolph	루돌프
nasty	더러운
pants	바지
grief	슬픔
bundle	번들
moose	무스
consonant	닿소리
nun	수녀
valves	밸브
brewer	브루어
hillary	힐러리
yiddish	이디시어
mosques	모스크
mosques	사원
humidity	습도
humidity	습기
alicia	얼리샤
alicia	앨리샤
emilio	에밀리오
dixie	딕시
trash	쓰레기통
trash	휴지통
trash	쓰레기
ponds	연못
midi	미디
seminar	세미나
cart	카트
toni	토니
plato	플라톤
punctuation	구두점
imports	수입
philips	필립스
megan	메건
megan	메간
quiz	퀴즈
guardians	가디언즈
guardians	가디언스
guardians	대리인
highlighting	강조
loops	루프
hospitality	대접
junk	쓰레기
cod	대구
discount	할인
reliably	안정적
amelia	아멜리아
pneumonia	폐렴
rudy	루디
mantle	맨틀
mantle	망토
woodward	우드워드
semantic	시맨틱
vanguard	뱅가드
claus	클라우스
claus	클로스
mono	모노
lips	입술이
lips	입술
uploading	업로드
treasures	보물
ceramics	세라믹
ceramics	도자기
africans	아프리카인
embrace	포옹
goldberg	골드버그
terminals	터미널
pedal	페달
cambridgeshire	케임브리지셔
rappers	래퍼
recycling	재활용
spine	척추
gala	갈라
glucose	포도당
glucose	혈당
awesome	대박
doping	도핑
crab	크랩
butt	엉덩이
burt	버트
ambush	매복
equatorial	적도
moderately	적당히
minors	미성년자
subsidiaries	자회사
nickelodeon	니켈로디언
sherwood	셔우드
archery	양궁
blanket	담요
blanket	이불
lbs	파운드
disguise	변장
connie	코니
como	코모
advert	광고
toe	발가락
polymer	중합체
thanksgiving	추수감사절
neutron	중성자
morphology	형태론
morphology	형태학
evolve	진화
compliant	호환
superstar	슈퍼스타
mechanic	수리공
perimeter	둘레
detector	탐지기
wires	와이어
medication	약물
broadband	브로드밴드
broadband	광대역
rift	리프트
leak	누출
sichuan	쓰촨
bricks	벽돌
countdown	카운트다운
supplier	공급자
fined	벌금
analysts	분석가
kits	키트
lamps	등불
lamps	램프
skate	스케이트
skate	스케이트보드
jacqueline	재클린
cindy	신디
diver	다이버
philipp	필립
convergence	수렴
prophecy	예언
sanitation	위생
govt	정부
ankle	발목
collaborate	협력
collaborate	협업
demos	데모
coefficient	계수
sentinel	센티넬
sentinel	센티널
inserting	삽입
wilkes	윌크스
middlesbrough	미들즈브러
gwen	그웬
denise	데니스
spear	스피어
ventura	벤츄라
expectation	기대
asteroids	소행성
farmland	농지
dunedin	더니든
grenade	유탄
grenade	수류탄
analyze	분석
analyze	분석하기
satan	사탄
folding	접힘
invaders	침략자
nail	손톱
nail	발톱
modular	모듈러
squirrel	다람쥐과
squirrel	다람쥐
offences	범죄
boilers	보일러
liturgical	전례
tablets	알약
tails	뒷면
tails	꼬리
sperm	정액
sperm	정자
conjecture	추측
mckay	매케이
melville	멜빌
tabloid	타블로이드
announcements	발표
announcements	공지사항
announcements	공지
otis	오티스
pearce	피어스
proton	양성자
diffusion	확산
tyson	타이슨
sack	자루
applicants	지원자
mister	미스터
hamas	하마스
vectors	벡터
mounting	장착
counseling	상담
fascism	파시즘
reproduce	재현
flagged	플래그
urgent	긴급한
urgent	급한
urgent	긴급
colorful	화려하다
deception	속임수
engraved	새겨
coke	코카콜라
coke	콜라
coke	콜라보
conquer	정복
certificates	인증서
periodically	주기적으로
ferries	페리
meaningless	무의미하다
docks	항구
whistle	휘파람
sellers	셀러
sellers	판매자
willard	윌러드
stokes	스토크스
curiosity	호기심
emerald	에메랄드
interfaces	인터페이스
pest	해충
guillaume	기욤
decimal	십진수
decimal	십진법
decimal	소수점
ascension	어센션
ascension	승천
technician	기술자
wasted	낭비
ching	칭칭
defects	결점
capsule	캡슐
buyers	구매자
compiler	컴파일러
jackets	재킷
jackets	자켓
acquitted	무죄
dracula	드라큘라
turkic	튀르크
unmarried	미혼
snooker	스누커
annexation	병합
annexation	합병
concession	양보
algae	녹조류
algae	조류
containers	컨테이너
kabul	카불
rip	찢어
ginger	생강
registers	레지스터
diagrams	다이어그램
disappointment	실망
champ	챔프
champ	챔피언
uncomfortable	불편하다
uncomfortable	불편
uncomfortable	불편함
uncomfortable	불편해
nut	땅콩
equals	같음
obsessed	집착
wavelength	파장
headlines	헤드라인
colon	콜론
colon	대장
fist	주먹
insults	모욕
deported	추방
fulfilled	이행
retaliation	보복
miner	마이너
lol	ㅋㅋ
lol	ㅎㅎㅎ
lol	ㅋㅋㅋ
